match_id,league,date,time,kickoff_time_utc,home_team,away_team,home_goals,away_goals,result,home_odds,draw_odds,away_odds
D1_2025-04-11_wolfsburg_rb-leipzig,D1,2025-04-11,19:30,2025-04-11 18:30:00+00:00,Wolfsburg,RB Leipzig,2,3,A,2.75,3.68,2.41
F1_2025-04-11_lens_reims,F1,2025-04-11,19:45,2025-04-11 18:45:00+00:00,Lens,Reims,0,2,A,1.58,4.07,5.8
I1_2025-04-11_udinese_milan,I1,2025-04-11,19:45,2025-04-11 18:45:00+00:00,Udinese,Milan,0,4,A,4.18,3.57,1.89
SP1_2025-04-11_valencia_sevilla,SP1,2025-04-11,20:00,2025-04-11 19:00:00+00:00,Valencia,Sevilla,1,0,H,2.36,3.05,3.37
E0_2025-04-12_man-city_crystal-palace,E0,2025-04-12,12:30,2025-04-12 11:30:00+00:00,Man City,Crystal Palace,5,2,H,1.63,4.25,5.16
SP1_2025-04-12_sociedad_mallorca,SP1,2025-04-12,13:00,2025-04-12 12:00:00+00:00,Sociedad,Mallorca,0,2,A,2.03,3.08,4.28
I1_2025-04-12_venezia_monza,I1,2025-04-12,14:00,2025-04-12 13:00:00+00:00,Venezia,Monza,1,0,H,1.79,3.56,4.77
D1_2025-04-12_bochum_augsburg,D1,2025-04-12,14:30,2025-04-12 13:30:00+00:00,Bochum,Augsburg,1,2,A,2.38,3.3,3.08
D1_2025-04-12_hoffenheim_mainz,D1,2025-04-12,14:30,2025-04-12 13:30:00+00:00,Hoffenheim,Mainz,2,0,H,2.45,3.44,2.87
D1_2025-04-12_holstein-kiel_st-pauli,D1,2025-04-12,14:30,2025-04-12 13:30:00+00:00,Holstein Kiel,St Pauli,1,2,A,3.44,3.42,2.14
D1_2025-04-12_leverkusen_union-berlin,D1,2025-04-12,14:30,2025-04-12 13:30:00+00:00,Leverkusen,Union Berlin,0,0,D,1.36,5.0,8.34
D1_2025-04-12_m-gladbach_freiburg,D1,2025-04-12,14:30,2025-04-12 13:30:00+00:00,M'gladbach,Freiburg,1,2,A,2.26,3.67,3.0
E0_2025-04-12_brighton_leicester,E0,2025-04-12,15:00,2025-04-12 14:00:00+00:00,Brighton,Leicester,2,2,D,1.29,5.98,10.04
E0_2025-04-12_nott-m-forest_everton,E0,2025-04-12,15:00,2025-04-12 14:00:00+00:00,Nott'm Forest,Everton,0,1,A,1.97,3.34,4.21
E0_2025-04-12_southampton_aston-villa,E0,2025-04-12,15:00,2025-04-12 14:00:00+00:00,Southampton,Aston Villa,0,3,A,6.1,4.55,1.52
SP1_2025-04-12_getafe_las-palmas,SP1,2025-04-12,15:15,2025-04-12 14:15:00+00:00,Getafe,Las Palmas,1,3,A,1.7,3.62,5.41
F1_2025-04-12_monaco_marseille,F1,2025-04-12,16:00,2025-04-12 15:00:00+00:00,Monaco,Marseille,3,0,H,1.91,4.02,3.62
I1_2025-04-12_inter_cagliari,I1,2025-04-12,17:00,2025-04-12 16:00:00+00:00,Inter,Cagliari,3,1,H,1.31,5.38,10.04
D1_2025-04-12_bayern-munich_dortmund,D1,2025-04-12,17:30,2025-04-12 16:30:00+00:00,Bayern Munich,Dortmund,2,2,D,1.45,5.22,6.02
E0_2025-04-12_arsenal_brentford,E0,2025-04-12,17:30,2025-04-12 16:30:00+00:00,Arsenal,Brentford,1,1,D,1.63,4.15,5.21
SP1_2025-04-12_celta_espanol,SP1,2025-04-12,17:30,2025-04-12 16:30:00+00:00,Celta,Espanol,0,2,A,1.64,3.81,5.71
F1_2025-04-12_toulouse_lille,F1,2025-04-12,18:00,2025-04-12 17:00:00+00:00,Toulouse,Lille,1,2,A,3.15,3.24,2.36
I1_2025-04-12_juventus_lecce,I1,2025-04-12,19:45,2025-04-12 18:45:00+00:00,Juventus,Lecce,2,1,H,1.34,4.96,9.9
SP1_2025-04-12_leganes_barcelona,SP1,2025-04-12,20:00,2025-04-12 19:00:00+00:00,Leganes,Barcelona,0,1,A,10.46,6.44,1.25
F1_2025-04-12_strasbourg_nice,F1,2025-04-12,20:05,2025-04-12 19:05:00+00:00,Strasbourg,Nice,2,2,D,2.82,3.43,2.47
I1_2025-04-13_atalanta_bologna,I1,2025-04-13,11:30,2025-04-13 10:30:00+00:00,Atalanta,Bologna,2,0,H,1.94,3.47,4.07
SP1_2025-04-13_osasuna_girona,SP1,2025-04-13,13:00,2025-04-13 12:00:00+00:00,Osasuna,Girona,2,1,H,2.52,3.1,3.04
E0_2025-04-13_chelsea_ipswich,E0,2025-04-13,14:00,2025-04-13 13:00:00+00:00,Chelsea,Ipswich,2,2,D,1.2,7.33,13.53
E0_2025-04-13_liverpool_west-ham,E0,2025-04-13,14:00,2025-04-13 13:00:00+00:00,Liverpool,West Ham,2,1,H,1.28,5.9,10.63
E0_2025-04-13_wolves_tottenham,E0,2025-04-13,14:00,2025-04-13 13:00:00+00:00,Wolves,Tottenham,4,2,H,2.28,3.56,3.1
F1_2025-04-13_st-etienne_brest,F1,2025-04-13,14:00,2025-04-13 13:00:00+00:00,St Etienne,Brest,3,3,D,3.56,3.7,2.01
I1_2025-04-13_fiorentina_parma,I1,2025-04-13,14:00,2025-04-13 13:00:00+00:00,Fiorentina,Parma,0,0,D,1.74,3.67,5.0
I1_2025-04-13_verona_genoa,I1,2025-04-13,14:00,2025-04-13 13:00:00+00:00,Verona,Genoa,0,0,D,2.96,2.78,2.85
D1_2025-04-13_stuttgart_werder-bremen,D1,2025-04-13,14:30,2025-04-13 13:30:00+00:00,Stuttgart,Werder Bremen,1,2,A,1.73,4.25,4.26
SP1_2025-04-13_alaves_real-madrid,SP1,2025-04-13,15:15,2025-04-13 14:15:00+00:00,Alaves,Real Madrid,0,1,A,4.98,3.85,1.71
F1_2025-04-13_angers_montpellier,F1,2025-04-13,16:15,2025-04-13 15:15:00+00:00,Angers,Montpellier,2,0,H,1.95,3.45,4.03
F1_2025-04-13_le-havre_rennes,F1,2025-04-13,16:15,2025-04-13 15:15:00+00:00,Le Havre,Rennes,1,5,A,3.67,3.41,2.06
D1_2025-04-13_ein-frankfurt_heidenheim,D1,2025-04-13,16:30,2025-04-13 15:30:00+00:00,Ein Frankfurt,Heidenheim,3,0,H,1.74,4.04,4.39
E0_2025-04-13_newcastle_man-united,E0,2025-04-13,16:30,2025-04-13 15:30:00+00:00,Newcastle,Man United,4,1,H,1.61,4.29,5.26
I1_2025-04-13_como_torino,I1,2025-04-13,17:00,2025-04-13 16:00:00+00:00,Como,Torino,1,0,H,1.85,3.56,4.41
SP1_2025-04-13_betis_villarreal,SP1,2025-04-13,17:30,2025-04-13 16:30:00+00:00,Betis,Villarreal,1,2,A,2.18,3.47,3.34
F1_2025-04-13_auxerre_lyon,F1,2025-04-13,19:45,2025-04-13 18:45:00+00:00,Auxerre,Lyon,1,3,A,4.12,3.86,1.82
I1_2025-04-13_lazio_roma,I1,2025-04-13,19:45,2025-04-13 18:45:00+00:00,Lazio,Roma,1,1,D,3.15,3.14,2.42
SP1_2025-04-13_ath-bilbao_vallecano,SP1,2025-04-13,20:00,2025-04-13 19:00:00+00:00,Ath Bilbao,Vallecano,3,1,H,1.85,3.24,5.08
I1_2025-04-14_napoli_empoli,I1,2025-04-14,19:45,2025-04-14 18:45:00+00:00,Napoli,Empoli,3,0,H,1.44,4.46,7.93
E0_2025-04-14_bournemouth_fulham,E0,2025-04-14,20:00,2025-04-14 19:00:00+00:00,Bournemouth,Fulham,1,0,H,2.24,3.41,3.3
SP1_2025-04-14_ath-madrid_valladolid,SP1,2025-04-14,20:00,2025-04-14 19:00:00+00:00,Ath Madrid,Valladolid,4,2,H,1.1,9.5,28.3
E0_2025-04-16_newcastle_crystal-palace,E0,2025-04-16,19:30,2025-04-16 18:30:00+00:00,Newcastle,Crystal Palace,5,0,H,1.67,3.99,5.1
F1_2025-04-18_rennes_nantes,F1,2025-04-18,19:45,2025-04-18 18:45:00+00:00,Rennes,Nantes,2,1,H,1.82,3.61,4.49
SP1_2025-04-18_espanol_getafe,SP1,2025-04-18,20:00,2025-04-18 19:00:00+00:00,Espanol,Getafe,1,0,H,2.8,2.64,3.19
SP1_2025-04-19_vallecano_valencia,SP1,2025-04-19,13:00,2025-04-19 12:00:00+00:00,Vallecano,Valencia,1,1,D,2.39,3.14,3.22
I1_2025-04-19_lecce_como,I1,2025-04-19,14:00,2025-04-19 13:00:00+00:00,Lecce,Como,0,3,A,3.58,3.42,2.1
D1_2025-04-19_freiburg_hoffenheim,D1,2025-04-19,14:30,2025-04-19 13:30:00+00:00,Freiburg,Hoffenheim,3,2,H,1.91,3.76,3.87
D1_2025-04-19_heidenheim_bayern-munich,D1,2025-04-19,14:30,2025-04-19 13:30:00+00:00,Heidenheim,Bayern Munich,0,4,A,9.71,6.36,1.27
D1_2025-04-19_mainz_wolfsburg,D1,2025-04-19,14:30,2025-04-19 13:30:00+00:00,Mainz,Wolfsburg,2,2,D,2.02,3.67,3.58
D1_2025-04-19_rb-leipzig_holstein-kiel,D1,2025-04-19,14:30,2025-04-19 13:30:00+00:00,RB Leipzig,Holstein Kiel,1,1,D,1.45,4.99,6.23
D1_2025-04-19_werder-bremen_bochum,D1,2025-04-19,14:30,2025-04-19 13:30:00+00:00,Werder Bremen,Bochum,1,0,H,1.59,4.44,5.1
E0_2025-04-19_brentford_brighton,E0,2025-04-19,15:00,2025-04-19 14:00:00+00:00,Brentford,Brighton,4,2,H,2.64,3.58,2.59
E0_2025-04-19_crystal-palace_bournemouth,E0,2025-04-19,15:00,2025-04-19 14:00:00+00:00,Crystal Palace,Bournemouth,0,0,D,2.57,3.49,2.72
E0_2025-04-19_everton_man-city,E0,2025-04-19,15:00,2025-04-19 14:00:00+00:00,Everton,Man City,0,2,A,4.06,3.64,1.91
E0_2025-04-19_west-ham_southampton,E0,2025-04-19,15:00,2025-04-19 14:00:00+00:00,West Ham,Southampton,1,1,D,1.6,4.3,5.37
SP1_2025-04-19_barcelona_celta,SP1,2025-04-19,15:15,2025-04-19 14:15:00+00:00,Barcelona,Celta,4,3,H,1.24,6.94,10.16
F1_2025-04-19_paris-sg_le-havre,F1,2025-04-19,16:00,2025-04-19 15:00:00+00:00,Paris SG,Le Havre,2,1,H,1.17,8.34,13.52
I1_2025-04-19_monza_napoli,I1,2025-04-19,17:00,2025-04-19 16:00:00+00:00,Monza,Napoli,0,1,A,10.43,5.08,1.32
D1_2025-04-19_union-berlin_stuttgart,D1,2025-04-19,17:30,2025-04-19 16:30:00+00:00,Union Berlin,Stuttgart,4,4,D,3.07,3.44,2.29
E0_2025-04-19_aston-villa_newcastle,E0,2025-04-19,17:30,2025-04-19 16:30:00+00:00,Aston Villa,Newcastle,4,1,H,2.54,3.6,2.69
SP1_2025-04-19_mallorca_leganes,SP1,2025-04-19,17:30,2025-04-19 16:30:00+00:00,Mallorca,Leganes,0,0,D,1.84,3.09,5.51
F1_2025-04-19_monaco_strasbourg,F1,2025-04-19,18:00,2025-04-19 17:00:00+00:00,Monaco,Strasbourg,0,0,D,1.5,4.72,5.85
I1_2025-04-19_roma_verona,I1,2025-04-19,19:45,2025-04-19 18:45:00+00:00,Roma,Verona,1,0,H,1.57,3.92,6.37
SP1_2025-04-19_las-palmas_ath-madrid,SP1,2025-04-19,20:00,2025-04-19 19:00:00+00:00,Las Palmas,Ath Madrid,1,0,H,5.6,3.92,1.62
F1_2025-04-19_marseille_montpellier,F1,2025-04-19,20:05,2025-04-19 19:05:00+00:00,Marseille,Montpellier,5,1,H,1.14,8.61,16.5
SP1_2025-04-20_valladolid_osasuna,SP1,2025-04-20,13:00,2025-04-20 12:00:00+00:00,Valladolid,Osasuna,2,3,A,5.02,3.58,1.75
E0_2025-04-20_fulham_chelsea,E0,2025-04-20,14:00,2025-04-20 13:00:00+00:00,Fulham,Chelsea,1,2,A,3.07,3.57,2.3
E0_2025-04-20_ipswich_arsenal,E0,2025-04-20,14:00,2025-04-20 13:00:00+00:00,Ipswich,Arsenal,0,4,A,9.07,5.12,1.35
E0_2025-04-20_man-united_wolves,E0,2025-04-20,14:00,2025-04-20 13:00:00+00:00,Man United,Wolves,0,1,A,2.56,3.44,2.76
F1_2025-04-20_lille_auxerre,F1,2025-04-20,14:00,2025-04-20 13:00:00+00:00,Lille,Auxerre,3,1,H,1.35,5.08,8.76
I1_2025-04-20_empoli_venezia,I1,2025-04-20,14:00,2025-04-20 13:00:00+00:00,Empoli,Venezia,2,2,D,2.3,2.96,3.6
D1_2025-04-20_augsburg_ein-frankfurt,D1,2025-04-20,14:30,2025-04-20 13:30:00+00:00,Augsburg,Ein Frankfurt,0,0,D,2.58,3.39,2.73
SP1_2025-04-20_villarreal_sociedad,SP1,2025-04-20,15:15,2025-04-20 14:15:00+00:00,Villarreal,Sociedad,2,2,D,1.65,4.07,5.02
F1_2025-04-20_brest_lens,F1,2025-04-20,16:15,2025-04-20 15:15:00+00:00,Brest,Lens,1,3,A,2.45,3.3,2.94
F1_2025-04-20_nice_angers,F1,2025-04-20,16:15,2025-04-20 15:15:00+00:00,Nice,Angers,2,1,H,1.38,4.92,8.21
F1_2025-04-20_reims_toulouse,F1,2025-04-20,16:15,2025-04-20 15:15:00+00:00,Reims,Toulouse,1,0,H,3.55,3.46,2.09
D1_2025-04-20_dortmund_m-gladbach,D1,2025-04-20,16:30,2025-04-20 15:30:00+00:00,Dortmund,M'gladbach,3,2,H,1.36,5.65,7.12
E0_2025-04-20_leicester_liverpool,E0,2025-04-20,16:30,2025-04-20 15:30:00+00:00,Leicester,Liverpool,0,1,A,11.84,6.92,1.22
I1_2025-04-20_bologna_inter,I1,2025-04-20,17:00,2025-04-20 16:00:00+00:00,Bologna,Inter,1,0,H,3.43,3.09,2.3
SP1_2025-04-20_sevilla_alaves,SP1,2025-04-20,17:30,2025-04-20 16:30:00+00:00,Sevilla,Alaves,1,1,D,2.09,3.02,4.18
D1_2025-04-20_st-pauli_leverkusen,D1,2025-04-20,18:30,2025-04-20 17:30:00+00:00,St Pauli,Leverkusen,1,1,D,4.96,3.88,1.7
F1_2025-04-20_st-etienne_lyon,F1,2025-04-20,19:45,2025-04-20 18:45:00+00:00,St Etienne,Lyon,2,1,H,4.89,4.38,1.61
I1_2025-04-20_milan_atalanta,I1,2025-04-20,19:45,2025-04-20 18:45:00+00:00,Milan,Atalanta,0,1,A,2.58,3.53,2.64
SP1_2025-04-20_real-madrid_ath-bilbao,SP1,2025-04-20,20:00,2025-04-20 19:00:00+00:00,Real Madrid,Ath Bilbao,1,0,H,1.43,4.58,7.51
E0_2025-04-21_tottenham_nott-m-forest,E0,2025-04-21,20:00,2025-04-21 19:00:00+00:00,Tottenham,Nott'm Forest,1,2,A,2.4,3.49,2.96
SP1_2025-04-21_girona_betis,SP1,2025-04-21,20:00,2025-04-21 19:00:00+00:00,Girona,Betis,1,3,A,2.62,3.34,2.71
SP1_2025-04-22_valencia_espanol,SP1,2025-04-22,18:00,2025-04-22 17:00:00+00:00,Valencia,Espanol,1,1,D,2.01,3.26,4.07
F1_2025-04-22_nantes_paris-sg,F1,2025-04-22,19:45,2025-04-22 18:45:00+00:00,Nantes,Paris SG,1,1,D,7.09,5.31,1.38
E0_2025-04-22_man-city_aston-villa,E0,2025-04-22,20:00,2025-04-22 19:00:00+00:00,Man City,Aston Villa,2,1,H,1.91,3.92,3.84
SP1_2025-04-22_barcelona_mallorca,SP1,2025-04-22,20:30,2025-04-22 19:30:00+00:00,Barcelona,Mallorca,1,0,H,1.3,5.73,9.89
I1_2025-04-23_cagliari_fiorentina,I1,2025-04-23,17:30,2025-04-23 16:30:00+00:00,Cagliari,Fiorentina,1,2,A,3.03,3.07,2.54
I1_2025-04-23_genoa_lazio,I1,2025-04-23,17:30,2025-04-23 16:30:00+00:00,Genoa,Lazio,0,2,A,3.75,3.14,2.16
I1_2025-04-23_parma_juventus,I1,2025-04-23,17:30,2025-04-23 16:30:00+00:00,Parma,Juventus,1,0,H,5.0,3.73,1.72
I1_2025-04-23_torino_udinese,I1,2025-04-23,17:30,2025-04-23 16:30:00+00:00,Torino,Udinese,2,0,H,2.51,2.94,3.23
SP1_2025-04-23_ath-bilbao_las-palmas,SP1,2025-04-23,18:00,2025-04-23 17:00:00+00:00,Ath Bilbao,Las Palmas,1,0,H,1.38,4.93,8.5
SP1_2025-04-23_celta_villarreal,SP1,2025-04-23,18:00,2025-04-23 17:00:00+00:00,Celta,Villarreal,3,0,H,2.41,3.49,2.89
E0_2025-04-23_arsenal_crystal-palace,E0,2025-04-23,20:00,2025-04-23 19:00:00+00:00,Arsenal,Crystal Palace,2,2,D,1.4,4.77,8.6
SP1_2025-04-23_alaves_sociedad,SP1,2025-04-23,20:30,2025-04-23 19:30:00+00:00,Alaves,Sociedad,1,0,H,2.36,3.02,3.4
SP1_2025-04-23_getafe_real-madrid,SP1,2025-04-23,20:30,2025-04-23 19:30:00+00:00,Getafe,Real Madrid,0,1,A,5.99,3.8,1.61
SP1_2025-04-24_leganes_girona,SP1,2025-04-24,18:00,2025-04-24 17:00:00+00:00,Leganes,Girona,1,1,D,3.19,3.05,2.45
SP1_2025-04-24_osasuna_sevilla,SP1,2025-04-24,18:00,2025-04-24 17:00:00+00:00,Osasuna,Sevilla,1,0,H,2.32,2.99,3.54
SP1_2025-04-24_ath-madrid_vallecano,SP1,2025-04-24,20:30,2025-04-24 19:30:00+00:00,Ath Madrid,Vallecano,3,0,H,1.5,4.29,6.83
SP1_2025-04-24_betis_valladolid,SP1,2025-04-24,20:30,2025-04-24 19:30:00+00:00,Betis,Valladolid,5,1,H,1.16,8.0,15.48
D1_2025-04-25_stuttgart_heidenheim,D1,2025-04-25,19:30,2025-04-25 18:30:00+00:00,Stuttgart,Heidenheim,0,1,A,1.46,4.88,6.19
F1_2025-04-25_paris-sg_nice,F1,2025-04-25,19:45,2025-04-25 18:45:00+00:00,Paris SG,Nice,1,3,A,1.52,4.69,5.57
E0_2025-04-26_chelsea_everton,E0,2025-04-26,12:30,2025-04-26 11:30:00+00:00,Chelsea,Everton,1,0,H,1.44,4.79,7.31
D1_2025-04-26_bayern-munich_mainz,D1,2025-04-26,14:30,2025-04-26 13:30:00+00:00,Bayern Munich,Mainz,3,0,H,1.23,7.02,10.41
D1_2025-04-26_hoffenheim_dortmund,D1,2025-04-26,14:30,2025-04-26 13:30:00+00:00,Hoffenheim,Dortmund,2,3,A,3.97,3.96,1.84
D1_2025-04-26_holstein-kiel_m-gladbach,D1,2025-04-26,14:30,2025-04-26 13:30:00+00:00,Holstein Kiel,M'gladbach,4,3,H,2.54,3.74,2.6
D1_2025-04-26_leverkusen_augsburg,D1,2025-04-26,14:30,2025-04-26 13:30:00+00:00,Leverkusen,Augsburg,2,0,H,1.48,4.67,6.24
D1_2025-04-26_wolfsburg_freiburg,D1,2025-04-26,14:30,2025-04-26 13:30:00+00:00,Wolfsburg,Freiburg,0,1,A,2.36,3.63,2.86
E0_2025-04-26_brighton_west-ham,E0,2025-04-26,15:00,2025-04-26 14:00:00+00:00,Brighton,West Ham,3,2,H,1.78,3.96,4.36
E0_2025-04-26_newcastle_ipswich,E0,2025-04-26,15:00,2025-04-26 14:00:00+00:00,Newcastle,Ipswich,3,0,H,1.17,8.08,15.61
E0_2025-04-26_southampton_fulham,E0,2025-04-26,15:00,2025-04-26 14:00:00+00:00,Southampton,Fulham,1,2,A,5.15,4.08,1.65
E0_2025-04-26_wolves_leicester,E0,2025-04-26,15:00,2025-04-26 14:00:00+00:00,Wolves,Leicester,3,0,H,1.53,4.39,6.11
F1_2025-04-26_strasbourg_st-etienne,F1,2025-04-26,16:00,2025-04-26 15:00:00+00:00,Strasbourg,St Etienne,3,1,H,1.53,4.59,5.48
D1_2025-04-26_ein-frankfurt_rb-leipzig,D1,2025-04-26,17:30,2025-04-26 16:30:00+00:00,Ein Frankfurt,RB Leipzig,4,0,H,2.02,3.94,3.35
F1_2025-04-26_le-havre_monaco,F1,2025-04-26,18:00,2025-04-26 17:00:00+00:00,Le Havre,Monaco,1,1,D,7.7,5.1,1.38
F1_2025-04-26_lyon_rennes,F1,2025-04-26,20:05,2025-04-26 19:05:00+00:00,Lyon,Rennes,4,1,H,1.63,4.39,4.77
I1_2025-04-27_como_genoa,I1,2025-04-27,11:30,2025-04-27 10:30:00+00:00,Como,Genoa,1,0,H,1.78,3.61,4.75
I1_2025-04-27_venezia_milan,I1,2025-04-27,11:30,2025-04-27 10:30:00+00:00,Venezia,Milan,0,2,A,5.04,4.11,1.64
E0_2025-04-27_bournemouth_man-united,E0,2025-04-27,14:00,2025-04-27 13:00:00+00:00,Bournemouth,Man United,1,1,D,1.95,3.83,3.69
F1_2025-04-27_angers_lille,F1,2025-04-27,14:00,2025-04-27 13:00:00+00:00,Angers,Lille,0,2,A,7.15,4.36,1.47
I1_2025-04-27_fiorentina_empoli,I1,2025-04-27,14:00,2025-04-27 13:00:00+00:00,Fiorentina,Empoli,2,1,H,2.08,3.16,3.94
I1_2025-04-27_inter_roma,I1,2025-04-27,14:00,2025-04-27 13:00:00+00:00,Inter,Roma,0,1,A,1.78,3.67,4.64
D1_2025-04-27_bochum_union-berlin,D1,2025-04-27,14:30,2025-04-27 13:30:00+00:00,Bochum,Union Berlin,1,1,D,2.37,3.37,3.04
SP1_2025-04-27_villarreal_espanol,SP1,2025-04-27,15:15,2025-04-27 14:15:00+00:00,Villarreal,Espanol,1,0,H,1.38,5.08,7.17
F1_2025-04-27_lens_auxerre,F1,2025-04-27,16:15,2025-04-27 15:15:00+00:00,Lens,Auxerre,0,4,A,1.56,4.33,5.59
F1_2025-04-27_montpellier_reims,F1,2025-04-27,16:15,2025-04-27 15:15:00+00:00,Montpellier,Reims,0,0,D,4.1,3.71,1.86
F1_2025-04-27_nantes_toulouse,F1,2025-04-27,16:15,2025-04-27 15:15:00+00:00,Nantes,Toulouse,0,0,D,2.87,3.13,2.6
D1_2025-04-27_werder-bremen_st-pauli,D1,2025-04-27,16:30,2025-04-27 15:30:00+00:00,Werder Bremen,St Pauli,0,0,D,1.99,3.56,3.75
E0_2025-04-27_liverpool_tottenham,E0,2025-04-27,16:30,2025-04-27 15:30:00+00:00,Liverpool,Tottenham,5,1,H,1.2,7.4,12.79
I1_2025-04-27_juventus_monza,I1,2025-04-27,17:00,2025-04-27 16:00:00+00:00,Juventus,Monza,2,0,H,1.21,6.67,13.31
F1_2025-04-27_marseille_brest,F1,2025-04-27,19:45,2025-04-27 18:45:00+00:00,Marseille,Brest,4,1,H,1.36,5.32,7.74
I1_2025-04-27_atalanta_lecce,I1,2025-04-27,19:45,2025-04-27 18:45:00+00:00,Atalanta,Lecce,1,1,D,1.25,5.93,11.95
I1_2025-04-27_napoli_torino,I1,2025-04-27,19:45,2025-04-27 18:45:00+00:00,Napoli,Torino,2,0,H,1.36,4.74,9.43
I1_2025-04-28_udinese_bologna,I1,2025-04-28,17:30,2025-04-28 16:30:00+00:00,Udinese,Bologna,0,0,D,5.12,3.44,1.77
I1_2025-04-28_lazio_parma,I1,2025-04-28,19:45,2025-04-28 18:45:00+00:00,Lazio,Parma,2,2,D,1.38,4.91,8.33
I1_2025-04-28_verona_cagliari,I1,2025-04-28,19:45,2025-04-28 18:45:00+00:00,Verona,Cagliari,0,2,A,2.4,2.72,3.68
E0_2025-05-01_nott-m-forest_brentford,E0,2025-05-01,19:30,2025-05-01 18:30:00+00:00,Nott'm Forest,Brentford,0,2,A,2.31,3.54,3.07
D1_2025-05-02_heidenheim_bochum,D1,2025-05-02,19:30,2025-05-02 18:30:00+00:00,Heidenheim,Bochum,0,0,D,2.36,3.38,3.02
F1_2025-05-02_nice_reims,F1,2025-05-02,19:45,2025-05-02 18:45:00+00:00,Nice,Reims,1,0,H,1.37,5.02,7.94
I1_2025-05-02_torino_venezia,I1,2025-05-02,19:45,2025-05-02 18:45:00+00:00,Torino,Venezia,1,1,D,2.54,3.01,3.09
E0_2025-05-02_man-city_wolves,E0,2025-05-02,20:00,2025-05-02 19:00:00+00:00,Man City,Wolves,1,0,H,1.34,5.42,9.09
SP1_2025-05-02_vallecano_getafe,SP1,2025-05-02,20:00,2025-05-02 19:00:00+00:00,Vallecano,Getafe,1,0,H,2.4,2.92,3.43
E0_2025-05-03_aston-villa_fulham,E0,2025-05-03,12:30,2025-05-03 11:30:00+00:00,Aston Villa,Fulham,1,0,H,1.86,3.75,4.18
SP1_2025-05-03_alaves_ath-madrid,SP1,2025-05-03,13:00,2025-05-03 12:00:00+00:00,Alaves,Ath Madrid,0,0,D,3.83,3.17,2.11
I1_2025-05-03_cagliari_udinese,I1,2025-05-03,14:00,2025-05-03 13:00:00+00:00,Cagliari,Udinese,1,2,A,2.57,2.93,3.13
I1_2025-05-03_parma_como,I1,2025-05-03,14:00,2025-05-03 13:00:00+00:00,Parma,Como,0,1,A,3.28,3.32,2.26
D1_2025-05-03_m-gladbach_hoffenheim,D1,2025-05-03,14:30,2025-05-03 13:30:00+00:00,M'gladbach,Hoffenheim,4,4,D,2.26,3.95,2.84
D1_2025-05-03_rb-leipzig_bayern-munich,D1,2025-05-03,14:30,2025-05-03 13:30:00+00:00,RB Leipzig,Bayern Munich,3,3,D,4.12,4.52,1.71
D1_2025-05-03_st-pauli_stuttgart,D1,2025-05-03,14:30,2025-05-03 13:30:00+00:00,St Pauli,Stuttgart,0,1,A,2.79,3.46,2.5
D1_2025-05-03_union-berlin_werder-bremen,D1,2025-05-03,14:30,2025-05-03 13:30:00+00:00,Union Berlin,Werder Bremen,2,2,D,3.12,3.45,2.28
E0_2025-05-03_everton_ipswich,E0,2025-05-03,15:00,2025-05-03 14:00:00+00:00,Everton,Ipswich,2,2,D,1.56,4.28,5.91
E0_2025-05-03_leicester_southampton,E0,2025-05-03,15:00,2025-05-03 14:00:00+00:00,Leicester,Southampton,2,0,H,2.42,3.55,2.87
SP1_2025-05-03_villarreal_osasuna,SP1,2025-05-03,15:15,2025-05-03 14:15:00+00:00,Villarreal,Osasuna,4,2,H,1.42,4.81,7.14
F1_2025-05-03_strasbourg_paris-sg,F1,2025-05-03,16:00,2025-05-03 15:00:00+00:00,Strasbourg,Paris SG,2,1,H,2.35,3.77,2.76
I1_2025-05-03_lecce_napoli,I1,2025-05-03,17:00,2025-05-03 16:00:00+00:00,Lecce,Napoli,0,1,A,7.62,4.09,1.49
D1_2025-05-03_dortmund_wolfsburg,D1,2025-05-03,17:30,2025-05-03 16:30:00+00:00,Dortmund,Wolfsburg,4,0,H,1.27,6.36,9.43
E0_2025-05-03_arsenal_bournemouth,E0,2025-05-03,17:30,2025-05-03 16:30:00+00:00,Arsenal,Bournemouth,1,2,A,1.68,4.04,4.93
SP1_2025-05-03_las-palmas_valencia,SP1,2025-05-03,17:30,2025-05-03 16:30:00+00:00,Las Palmas,Valencia,2,3,A,2.6,3.15,2.88
F1_2025-05-03_toulouse_rennes,F1,2025-05-03,18:00,2025-05-03 17:00:00+00:00,Toulouse,Rennes,2,1,H,2.15,3.5,3.36
I1_2025-05-03_inter_verona,I1,2025-05-03,19:45,2025-05-03 18:45:00+00:00,Inter,Verona,1,0,H,1.45,4.41,7.38
SP1_2025-05-03_valladolid_barcelona,SP1,2025-05-03,20:00,2025-05-03 19:00:00+00:00,Valladolid,Barcelona,1,2,A,8.44,5.73,1.32
F1_2025-05-03_st-etienne_monaco,F1,2025-05-03,20:05,2025-05-03 19:05:00+00:00,St Etienne,Monaco,1,3,A,6.08,5.07,1.44
I1_2025-05-04_empoli_lazio,I1,2025-05-04,11:30,2025-05-04 10:30:00+00:00,Empoli,Lazio,0,1,A,4.51,3.51,1.84
SP1_2025-05-04_real-madrid_celta,SP1,2025-05-04,13:00,2025-05-04 12:00:00+00:00,Real Madrid,Celta,3,2,H,1.36,5.66,7.25
