league,outcome,bin,avg_pred,actual,error,count
Bundesliga,home,10,0.4229529081892998,0.41935483870967744,-0.003598069479622379,31
Bundesliga,home,11,0.446246773285552,0.4838709677419355,0.037624194456383486,31
Bundesliga,home,12,0.46888931060819544,0.4,-0.06888931060819542,30
Bundesliga,home,13,0.4894276916900665,0.3548387096774194,-0.13458898201264713,31
Bundesliga,home,14,0.5150258494882425,0.6333333333333333,0.11830748384509082,30
Bundesliga,home,15,0.5480991207636855,0.6451612903225806,0.09706216955889513,31
Bundesliga,home,16,0.5774761802854543,0.5666666666666667,-0.01080951361878768,30
Bundesliga,home,17,0.6148746758069524,0.5483870967741935,-0.06648757903275893,31
Bundesliga,home,18,0.659448401496388,0.6666666666666666,0.0072182651702786815,30
Bundesliga,home,19,0.7304100556750843,0.7741935483870968,0.04378349271201243,31
Bundesliga,home,20,0.836328081283554,0.8709677419354839,0.034639660651929916,31
Bundesliga,draw,1,0.10278350850084303,0.06451612903225806,-0.03826737946858497,31
Bundesliga,draw,2,0.1475876101023143,0.1935483870967742,0.045960776994459884,31
Bundesliga,draw,3,0.17767739890803932,0.23333333333333334,0.05565593442529401,30
Bundesliga,draw,4,0.19669737043273788,0.25806451612903225,0.06136714569629437,31
Bundesliga,draw,5,0.20838375560428324,0.26666666666666666,0.058282911062383425,30
Bundesliga,draw,6,0.21946063888110368,0.22580645161290322,0.006345812731799544,31
Bundesliga,draw,7,0.22861162966697032,0.13333333333333333,-0.09527829633363699,30
Bundesliga,draw,8,0.23698003838703244,0.1935483870967742,-0.04343165129025825,31
Bundesliga,draw,9,0.24312825961331797,0.3,0.056871740386682024,30
Bundesliga,draw,10,0.2482312348568328,0.2903225806451613,0.042091345788328516,31
Bundesliga,draw,11,0.25271876843922064,0.25806451612903225,0.0053457476898116085,31
Bundesliga,draw,12,0.2565627396661478,0.2,-0.05656273966614778,30
Bundesliga,draw,13,0.2600172202481049,0.0967741935483871,-0.16324302669971782,31
Bundesliga,draw,14,0.26391585289931013,0.2,-0.06391585289931012,30
Bundesliga,draw,15,0.26833954985740954,0.3548387096774194,0.08649915982000983,31
Bundesliga,draw,16,0.27198932307870594,0.43333333333333335,0.1613440102546274,30
Bundesliga,draw,17,0.27615317071984047,0.2903225806451613,0.014169409925320842,31
Bundesliga,draw,18,0.27916529938424917,0.26666666666666666,-0.012498632717582503,30
Bundesliga,draw,19,0.285056891702993,0.3548387096774194,0.0697818179744264,31
Bundesliga,draw,20,0.29908643030294096,0.3548387096774194,0.05575227937447841,31
Bundesliga,away,1,0.058531882787370544,0.06451612903225806,0.005984246244887519,31
Bundesliga,away,2,0.10666890618592444,0.06451612903225806,-0.042152777153666374,31
Bundesliga,away,3,0.1463268859656954,0.16666666666666666,0.020339780700971255,30
Bundesliga,away,4,0.17213923320572413,0.16129032258064516,-0.010848910625078978,31
Bundesliga,away,5,0.19452394531861697,0.1,-0.09452394531861696,30
Bundesliga,away,6,0.21173091070023825,0.25806451612903225,0.046333605428794,31
Bundesliga,away,7,0.23098388723090643,0.3,0.06901611276909356,30
Bundesliga,away,8,0.2502771761993801,0.1935483870967742,-0.056728789102605925,31
Bundesliga,away,9,0.26794052756951564,0.26666666666666666,-0.0012738609028489778,30
Bundesliga,away,10,0.2874860793199165,0.3225806451612903,0.035094565841373826,31
Bundesliga,away,11,0.3072801154763435,0.3225806451612903,0.015300529684946829,31
Bundesliga,away,12,0.321255564153852,0.3333333333333333,0.012077769179481335,30
Bundesliga,away,13,0.3377005200242869,0.2903225806451613,-0.0473779393791256,31
Bundesliga,away,14,0.36108619169532397,0.43333333333333335,0.07224714163800938,30
Bundesliga,away,15,0.3826806922387039,0.6451612903225806,0.26248059808387675,31
Bundesliga,away,16,0.414146422545769,0.5,0.085853577454231,30
Bundesliga,away,17,0.4573127984044562,0.5806451612903226,0.12333236288586641,31
